sleep_hours,study_hours,mobile_usage_hours,tv_hours,exercise_hours,extracurricular_hrs,friends_time_hrs,family_time_hrs,attendance_pct,stress_level,gender,exam_score
7.39,2.98,3.11,2.91,1.06,1.73,2.77,1.35,100.0,7,Male,57.94
8.48,6.86,1.64,2.77,1.8,0.0,2.07,2.36,78.8,4,Male,83.23
6.09,5.24,3.77,2.99,1.32,0.43,2.4,3.74,100.0,6,Male,62.25
7.07,7.19,4.92,3.8,1.96,0.32,3.18,2.16,96.1,6,Female,66.01
5.82,4.26,3.96,2.39,0.33,2.09,4.85,2.5,58.4,8,Male,52.44
6.5,3.68,0.0,3.1,1.33,0.65,1.31,2.63,82.3,10,Male,56.12
6.69,7.14,4.63,2.49,2.04,0.76,4.09,0.97,62.5,5,Female,63.72
6.13,3.63,4.71,0.1,2.04,1.2,2.74,1.88,74.4,2,Male,61.85
5.54,4.23,3.11,1.85,1.04,0.33,3.32,1.85,55.4,1,Female,58.25
5.3,5.58,4.78,1.13,0.68,1.47,2.69,0.09,59.1,4,Female,60.88
4.19,2.64,4.32,2.23,1.67,0.0,3.9,2.71,67.7,5,Female,46.14
5.73,5.57,2.61,1.21,0.45,0.38,2.83,1.16,71.5,6,Female,61.82
7.75,5.38,5.15,2.61,2.53,1.34,1.85,2.61,78.5,4,Male,72.11
5.08,6.4,1.85,2.98,1.63,0.33,2.95,1.32,65.6,4,Female,64.66
5.36,5.84,3.43,3.2,0.94,2.11,3.63,3.84,79.8,8,Female,54.89
9.15,6.45,3.3,3.62,0.66,1.23,2.5,1.75,91.6,3,Male,80.11
6.24,4.33,2.43,0.32,0.99,1.99,0.43,3.73,81.3,1,Female,72.75
7.39,3.21,3.89,0.8,0.25,1.45,2.39,1.84,77.2,5,Female,52.19
7.77,7.66,5.2,4.93,1.9,1.19,2.6,1.95,82.1,7,Female,73.64
7.8,2.21,5.12,3.01,0.86,0.5,2.46,3.41,60.8,2,Male,46.14
5.17,2.36,4.44,2.22,1.82,1.85,2.0,1.17,89.4,1,Male,57.06
6.72,5.35,1.3,2.03,1.93,1.51,3.82,2.04,63.6,7,Male,67.4
5.06,6.94,1.76,1.94,2.27,2.66,0.13,2.49,96.6,2,Female,86.64
9.94,4.78,3.72,0.07,1.7,1.78,2.59,2.36,87.2,9,Female,70.34
5.09,6.0,3.46,1.23,2.4,0.92,2.61,2.04,84.7,4,Male,70.12
5.74,1.51,2.85,1.89,2.61,1.4,4.59,1.92,85.2,10,Female,44.16
5.75,3.75,5.98,1.28,1.71,1.5,2.49,2.76,78.0,1,Male,62.47
5.2,1.69,3.64,1.41,1.75,2.01,2.95,2.16,68.6,5,Male,44.96
8.62,5.67,4.21,4.56,1.05,2.13,2.63,2.87,66.7,5,Male,63.2
9.91,2.18,4.78,1.75,0.71,1.09,2.59,2.35,99.0,3,Male,65.23
6.43,2.58,3.57,2.28,2.53,0.35,4.26,2.59,79.2,4,Female,60.38
5.42,5.27,6.87,2.24,1.98,0.0,1.39,3.02,64.6,4,Male,61.85
4.32,6.09,2.28,2.59,2.05,0.4,1.83,1.72,84.2,1,Female,66.87
6.71,4.26,2.71,1.52,1.03,0.79,3.25,3.0,82.1,3,Male,70.19
6.62,5.36,2.27,3.25,2.8,2.25,2.76,1.86,74.0,3,Male,70.35
6.22,5.31,5.53,2.44,1.32,2.26,2.22,0.74,67.2,6,Male,63.68
7.27,4.18,4.54,0.71,0.86,1.87,2.43,1.7,86.8,3,Female,63.7
7.47,2.86,2.79,1.89,1.04,2.06,3.41,1.35,89.4,2,Female,61.13
7.39,5.35,2.38,1.83,2.76,0.7,2.99,2.34,81.9,7,Male,69.52
6.62,5.42,5.3,1.78,0.61,0.14,1.79,1.74,78.9,4,Male,62.92
5.68,5.84,3.97,2.51,0.9,0.5,2.74,2.12,68.6,1,Female,67.12
7.8,4.97,5.33,2.63,3.82,0.0,2.45,2.91,83.8,2,Male,74.44
7.02,2.75,3.42,2.52,2.25,0.42,2.97,3.34,70.4,6,Female,56.67
8.07,5.54,4.16,2.34,0.91,0.85,2.18,2.26,62.7,3,Male,65.35
7.95,4.5,3.89,2.09,0.63,1.32,1.29,2.98,91.5,10,Male,65.11
5.29,3.78,2.69,0.0,0.16,1.29,3.17,1.84,65.6,7,Female,49.62
5.28,4.06,3.31,2.78,1.58,0.72,3.05,0.59,55.2,3,Male,53.07
6.09,3.46,1.96,2.49,2.08,1.6,3.92,0.94,93.7,10,Male,62.4
5.73,5.83,4.14,1.02,2.72,0.73,1.18,1.82,57.1,8,Female,61.93
7.91,2.37,4.49,2.28,0.0,1.21,2.43,2.72,73.3,7,Male,46.44
7.42,3.01,4.79,2.65,0.44,0.42,2.27,1.83,64.9,1,Male,56.57
8.32,4.01,4.37,3.17,1.4,1.96,2.1,3.07,69.3,3,Male,65.67
7.48,6.92,3.33,2.51,3.73,1.21,0.96,3.65,100.0,7,Female,82.73
7.25,6.08,5.52,2.32,2.21,1.68,1.43,1.2,76.8,5,Female,72.69
8.44,2.04,4.66,2.95,1.8,0.35,2.77,3.91,82.3,9,Female,45.47
7.56,6.53,5.31,1.69,0.52,1.32,2.0,0.53,87.5,7,Female,66.87
7.08,6.52,5.39,2.41,0.0,1.6,1.67,3.66,70.2,1,Female,70.48
8.78,2.74,3.34,1.38,1.53,0.0,3.93,1.97,90.9,9,Male,52.96
7.14,0.72,4.0,3.11,1.42,2.02,4.87,1.79,82.5,10,Female,37.71
6.63,4.39,4.51,0.39,1.29,0.33,2.44,1.99,87.0,8,Female,56.12
5.99,6.18,2.01,2.82,1.2,1.35,1.0,1.28,69.3,8,Male,66.08
7.84,6.89,2.03,2.02,0.9,2.45,2.9,3.35,83.3,2,Female,86.52
8.48,3.19,1.81,2.97,0.72,1.87,0.41,1.38,77.9,8,Male,55.13
6.94,7.13,3.36,1.22,2.61,0.16,1.15,1.49,91.6,7,Male,76.01
8.57,1.16,3.07,2.09,0.79,1.08,2.91,0.76,71.5,2,Female,51.9
4.64,3.95,1.63,2.06,1.28,2.06,1.12,1.34,100.0,2,Male,68.58
6.93,3.87,3.69,2.43,1.47,0.63,2.2,1.37,82.1,6,Male,58.21
6.95,6.23,3.38,0.95,2.07,0.95,1.02,1.31,76.5,4,Male,77.75
6.13,6.45,5.04,2.64,0.82,0.93,2.56,1.84,75.1,6,Female,67.01
9.86,5.93,6.12,0.15,2.28,1.6,3.62,1.0,77.9,10,Female,64.52
6.92,2.47,4.09,1.33,1.04,0.12,1.89,3.44,70.5,7,Female,51.15
6.51,5.79,2.59,0.44,1.37,1.64,2.48,1.86,86.0,9,Female,71.94
7.03,5.26,4.34,2.83,2.81,0.76,1.68,2.34,77.9,1,Female,76.13
4.6,1.99,3.51,2.4,0.72,1.19,1.75,2.78,100.0,3,Male,54.55
6.09,1.4,3.19,2.46,2.08,1.04,1.67,3.82,72.8,9,Male,42.93
8.18,6.06,2.38,3.47,2.3,1.62,3.29,2.82,76.6,8,Female,66.3
6.25,4.23,2.9,1.68,1.75,1.19,1.09,1.78,72.8,4,Female,62.65
6.01,2.57,3.27,2.61,1.41,2.21,2.17,1.03,100.0,4,Female,54.72
8.57,4.19,4.55,2.07,3.2,1.89,2.91,2.3,60.7,8,Female,62.03
8.61,5.05,4.16,1.91,1.49,0.64,3.41,2.96,79.1,1,Male,72.99
7.62,4.38,5.87,3.31,1.66,2.16,2.94,2.13,81.8,1,Female,65.93
6.45,2.17,4.38,4.08,1.23,1.42,2.43,2.06,64.5,9,Male,37.92
6.71,7.33,4.05,1.57,1.62,1.32,1.93,2.19,100.0,8,Male,72.39
6.04,6.01,3.1,2.83,2.27,1.79,3.43,0.32,66.8,9,Female,62.84
5.81,4.0,2.15,2.32,1.28,0.47,1.63,2.13,78.4,5,Female,62.14
5.75,4.06,2.76,2.33,0.0,0.23,1.65,2.66,98.2,3,Male,67.48
6.26,5.04,2.59,2.25,1.91,1.22,3.85,1.96,73.5,4,Female,61.35
5.76,2.81,0.17,1.67,0.64,0.78,2.86,3.01,79.7,8,Female,58.11
5.12,4.98,2.19,0.0,2.09,2.65,2.9,3.04,73.9,3,Male,70.73
7.26,2.5,5.58,3.53,1.5,0.66,3.1,1.55,77.4,1,Male,56.65
7.28,4.39,3.98,1.31,2.25,1.23,2.41,2.4,91.0,5,Male,60.21
9.04,2.75,3.01,1.76,0.74,1.33,1.06,2.04,72.9,6,Male,59.55
6.2,2.82,4.02,1.78,1.07,2.06,2.75,0.17,46.1,5,Male,46.47
7.36,6.97,0.96,1.22,1.23,0.5,2.48,1.83,77.6,10,Male,72.05
7.38,4.59,3.87,2.24,0.31,0.07,1.64,1.07,78.8,7,Male,58.44
6.7,4.81,5.16,1.96,2.39,2.18,1.41,2.12,80.3,8,Male,59.05
7.89,1.48,3.34,1.28,0.2,1.26,2.45,2.61,75.8,3,Male,49.76
7.93,3.6,1.2,2.15,2.38,1.77,1.14,1.8,67.6,6,Female,60.62
7.39,5.19,2.96,1.97,1.84,1.8,2.36,1.19,75.1,4,Male,70.26
6.69,4.79,5.16,2.93,1.34,1.92,2.24,2.21,99.2,4,Male,70.58
6.57,1.27,3.84,0.66,1.78,0.94,2.38,4.2,77.5,2,Male,57.68
5.36,4.81,1.66,1.19,1.75,0.75,2.9,0.04,85.8,8,Female,62.76
6.03,5.05,6.58,2.73,1.18,0.0,3.12,2.21,65.6,5,Male,52.64
6.25,6.43,1.87,1.36,1.74,0.5,1.79,1.51,74.5,10,Female,72.53
5.65,3.52,3.18,1.1,2.08,1.24,3.37,1.62,66.0,6,Male,56.47
7.53,1.14,2.15,1.41,0.74,0.71,2.28,1.91,93.5,2,Male,60.1
8.44,3.0,2.15,1.9,1.78,0.4,4.25,1.69,59.3,8,Male,49.0
5.91,2.85,2.91,1.9,0.0,1.24,1.91,2.54,82.5,1,Female,60.98
7.34,5.61,4.33,1.79,0.0,2.14,0.89,1.78,82.1,8,Female,60.79
5.76,0.42,5.18,0.97,1.95,1.16,3.33,0.05,81.3,4,Male,48.28
6.63,3.83,3.0,2.77,1.17,0.41,2.93,3.15,49.9,1,Female,56.75
6.17,6.64,2.19,3.33,0.82,2.09,3.7,3.02,53.7,6,Male,64.15
7.72,4.51,4.12,0.09,1.46,0.66,2.81,1.45,79.4,5,Female,63.83
6.19,5.84,4.16,0.45,1.18,2.24,4.84,2.04,66.9,3,Female,67.59
8.21,2.04,3.81,3.0,0.71,1.02,2.31,3.1,70.3,2,Male,57.24
6.71,2.1,3.86,3.57,0.19,1.27,3.55,2.93,72.9,7,Female,43.99
6.22,6.66,3.35,0.0,0.0,2.29,1.97,3.22,65.4,5,Female,71.79
5.5,4.65,3.63,2.82,2.09,0.25,2.99,2.34,63.3,4,Male,60.74
7.3,4.65,3.26,3.64,1.16,0.46,3.18,2.69,78.0,6,Male,56.67
8.07,2.82,4.89,1.14,2.28,0.97,3.33,3.27,55.1,10,Female,48.32
7.33,4.65,6.4,3.58,1.15,1.1,3.28,1.69,71.9,9,Female,50.66
9.69,2.78,3.73,1.82,1.78,3.05,0.0,2.4,70.0,3,Female,63.91
8.72,6.28,3.49,2.31,1.4,0.58,2.43,0.07,77.7,4,Female,75.16
6.63,8.59,3.83,1.28,1.54,0.29,1.92,0.58,100.0,9,Female,79.86
6.62,5.23,2.64,3.0,1.57,0.54,2.12,2.45,66.2,2,Male,61.03
7.56,3.55,4.49,2.83,1.14,1.36,2.22,2.59,82.9,10,Female,55.71
5.99,0.7,4.07,3.72,0.52,1.54,3.48,1.65,80.6,5,Male,43.64
8.4,1.97,2.95,3.44,2.11,0.71,2.7,1.45,84.7,5,Male,52.03
7.43,6.83,4.67,1.99,2.77,1.21,1.99,1.68,75.4,10,Female,65.43
7.31,2.96,3.52,5.11,2.83,2.56,1.03,2.17,95.3,2,Male,69.28
7.82,3.94,2.24,3.35,1.06,1.22,4.03,0.0,86.2,2,Female,68.88
9.07,5.48,3.96,2.54,0.91,1.42,1.85,2.42,86.4,9,Female,67.95
7.21,6.72,3.81,1.0,1.06,2.52,2.37,2.03,61.0,8,Female,69.07
6.86,4.2,4.75,0.47,1.36,0.71,4.64,2.22,79.2,5,Male,61.28
8.81,3.89,4.58,0.55,1.46,0.67,1.88,1.89,71.9,2,Male,64.19
8.16,4.61,3.36,1.07,0.7,0.87,2.22,0.76,67.7,6,Female,60.94
6.61,3.56,2.89,3.38,0.32,0.83,2.73,1.01,70.5,8,Male,52.66
7.01,3.64,3.5,2.49,1.54,0.0,0.89,3.37,77.3,1,Male,67.28
7.23,5.12,3.97,1.39,0.0,1.3,0.78,1.42,83.5,3,Female,70.33
7.43,4.78,4.13,1.86,1.42,1.35,2.02,2.73,89.8,4,Male,67.5
5.37,7.7,3.89,1.74,0.74,1.07,2.05,1.03,89.2,3,Male,81.21
5.15,5.16,3.38,2.8,2.12,1.37,2.63,1.99,81.5,6,Male,59.83
5.94,6.23,4.8,1.12,2.34,1.38,1.52,1.6,78.7,10,Female,67.23
5.84,2.89,2.62,2.35,2.36,0.28,2.93,1.74,74.1,7,Female,49.6
6.23,5.29,6.72,2.3,1.22,1.4,0.34,1.69,75.0,6,Female,56.32
7.76,3.42,4.49,1.15,0.59,1.59,2.43,3.3,68.6,10,Female,50.38
6.8,5.09,2.03,3.59,0.85,0.08,2.86,3.73,72.9,9,Male,59.33
7.24,5.53,3.74,1.7,1.73,2.22,2.83,2.21,82.2,6,Male,69.66
5.53,4.57,4.5,1.01,0.18,0.33,2.34,1.63,96.5,1,Male,63.5
6.45,8.11,3.05,2.85,2.61,0.4,1.84,0.8,76.2,3,Female,83.32
7.7,6.64,1.56,2.05,1.24,1.34,2.31,0.74,68.3,10,Male,71.18
7.71,6.27,2.15,2.41,1.9,1.57,3.73,3.3,89.6,6,Female,76.5
6.13,5.65,4.2,0.82,0.07,1.74,1.9,0.68,54.0,10,Male,49.25
7.19,7.15,1.22,2.81,0.76,1.59,3.48,1.6,90.5,1,Male,85.28
9.64,2.34,1.62,4.17,0.0,0.84,3.64,2.14,60.8,2,Male,54.52
6.98,6.56,4.2,0.74,2.32,1.28,0.76,0.0,85.9,2,Male,74.96
6.17,3.01,3.21,2.35,1.37,0.98,2.37,0.87,72.3,1,Male,57.59
6.79,3.65,2.6,1.21,1.96,1.32,1.52,0.8,81.9,4,Female,69.49
7.11,5.34,2.86,4.69,1.55,1.25,1.0,1.4,100.0,10,Male,63.57
6.82,6.35,1.59,3.24,1.87,0.85,3.29,2.23,67.9,1,Female,76.46
6.96,2.77,4.13,2.28,1.23,0.96,2.97,2.92,66.0,10,Female,46.47
5.27,3.73,2.45,0.77,1.34,0.0,2.76,1.4,78.9,1,Male,65.92
5.84,4.65,2.8,1.01,1.43,1.78,1.41,1.58,96.3,1,Male,70.41
6.82,4.22,3.95,2.75,1.82,1.41,2.71,1.89,80.1,1,Female,72.41
6.8,5.78,3.17,0.64,1.85,0.0,1.19,1.28,78.5,8,Female,67.59
6.32,9.65,2.58,0.67,3.75,1.76,2.58,2.38,80.0,2,Female,100.0
6.79,5.13,0.91,2.01,2.85,1.16,1.84,2.4,65.9,2,Male,73.21
7.07,3.4,3.98,2.13,0.08,0.54,3.55,0.0,80.2,9,Male,42.98
8.07,2.56,3.6,2.38,1.39,0.48,2.14,2.58,73.3,7,Female,51.98
6.88,4.01,2.83,1.56,1.18,0.72,2.73,2.11,93.9,4,Male,63.43
7.48,3.09,2.15,2.92,2.52,0.55,2.73,2.23,87.6,8,Male,61.38
6.35,5.2,3.52,1.14,1.25,0.64,2.42,3.06,62.1,10,Female,51.97
7.69,5.18,4.12,2.63,1.87,2.39,2.61,0.39,74.6,6,Female,65.15
7.45,3.81,3.63,2.21,0.0,1.46,2.8,0.87,84.3,9,Female,55.7
8.04,7.48,5.63,2.6,0.29,2.63,1.6,1.94,66.2,4,Female,75.32
7.86,3.4,4.42,3.18,3.17,1.36,2.9,0.0,65.0,9,Female,49.2
7.71,4.32,3.36,1.54,1.54,1.61,3.36,1.81,72.5,7,Male,55.9
6.88,5.46,4.46,1.34,0.7,0.58,2.9,2.76,82.1,3,Male,64.83
7.29,5.84,3.56,0.31,1.69,1.08,2.15,2.36,90.4,7,Male,70.26
8.28,6.42,3.56,0.0,0.66,1.14,2.67,2.07,80.8,4,Female,73.84
6.22,5.14,5.19,1.82,1.27,1.63,2.14,1.79,100.0,1,Female,72.46
6.25,6.08,2.33,1.89,0.34,1.17,2.38,1.61,69.9,5,Female,65.96
7.22,3.5,3.53,0.91,0.87,1.45,1.31,1.56,86.9,1,Female,64.39
7.5,5.88,5.05,1.13,1.17,1.42,3.88,2.21,64.7,5,Male,61.68
6.01,5.86,3.9,3.52,2.4,0.99,4.44,0.6,97.3,9,Male,58.52
6.91,6.77,3.02,2.88,1.87,0.92,1.8,3.32,94.3,1,Female,83.79
6.89,2.0,1.28,0.74,2.01,0.73,3.29,1.34,86.5,7,Female,53.69
4.34,3.14,0.55,1.56,1.48,1.96,3.96,2.5,57.2,3,Female,56.58
6.74,5.73,6.2,2.41,2.16,0.99,1.54,2.07,86.4,6,Male,65.14
6.81,0.52,3.9,1.37,0.8,1.43,0.34,0.96,68.2,7,Male,39.86
6.81,5.24,2.74,1.19,0.91,1.09,4.02,3.16,83.4,8,Male,66.34
8.7,6.09,3.95,1.66,1.83,1.94,2.49,2.97,60.5,7,Female,65.01
5.54,3.64,2.27,3.09,1.28,0.0,1.98,0.59,81.2,3,Male,61.42
6.01,3.85,3.07,3.18,1.49,1.41,2.55,1.93,73.8,4,Female,60.03
3.87,2.89,2.28,1.26,1.37,0.32,2.13,2.19,68.7,6,Female,48.6
6.42,3.72,1.66,2.46,2.5,1.47,5.46,0.14,85.1,3,Female,62.74
6.53,3.76,0.76,1.99,2.54,1.1,1.97,0.09,77.4,9,Male,59.25
6.39,3.48,1.42,0.99,1.0,0.17,2.83,1.25,75.5,6,Male,59.8
8.33,3.39,4.83,1.7,0.09,1.44,3.79,0.82,86.8,7,Male,51.28
8.03,4.09,2.22,0.74,0.93,1.36,3.79,1.06,100.0,7,Male,69.02
7.09,4.08,4.2,3.16,0.78,1.04,3.6,0.82,81.3,4,Male,64.2
6.56,7.31,4.74,3.55,2.17,1.13,2.07,1.89,56.3,8,Male,64.08
8.23,3.91,3.52,1.59,2.24,1.31,2.35,1.2,59.3,7,Female,61.94
6.98,5.02,3.11,1.35,0.68,2.02,0.33,3.0,78.8,9,Female,64.5
6.02,3.63,3.67,3.05,0.9,0.98,2.43,2.16,90.3,4,Female,60.05
4.94,3.62,2.96,3.22,0.32,1.91,2.53,2.71,79.6,6,Male,51.29
6.47,1.94,5.07,0.89,1.61,1.17,3.24,0.48,84.1,9,Female,43.22
7.91,2.14,5.94,1.85,1.46,2.11,4.3,1.43,77.3,4,Male,48.75
9.73,2.69,5.38,1.94,2.13,1.04,3.21,2.12,89.5,9,Female,57.49
7.07,4.78,0.7,1.23,1.9,0.73,3.57,2.41,85.4,4,Female,71.32
6.08,6.11,2.93,2.39,1.99,0.43,2.48,1.42,65.8,2,Male,76.43
5.58,1.82,3.51,1.3,0.27,1.18,3.78,1.55,83.4,1,Male,54.79
7.66,3.68,4.1,1.46,1.0,0.64,2.51,1.65,59.5,5,Male,56.98
4.88,2.45,1.25,1.9,2.26,2.18,3.64,1.73,83.4,5,Male,52.59
7.66,4.1,1.23,0.51,1.07,0.59,3.3,3.95,74.6,3,Male,72.18
7.98,6.11,5.2,0.0,0.2,0.72,2.89,2.28,79.9,9,Male,64.13
7.52,3.83,2.77,2.92,2.15,1.61,0.96,2.04,81.9,9,Female,57.57
6.74,4.43,1.57,1.26,1.04,2.03,3.59,0.87,81.4,7,Male,61.91
7.68,6.68,2.07,4.13,2.35,1.71,2.88,0.89,95.0,8,Male,71.57
7.21,5.19,4.01,3.97,1.49,1.94,3.2,1.81,78.4,6,Female,62.98
6.07,3.36,2.43,1.49,1.28,1.14,2.81,3.02,80.3,7,Female,56.15
9.22,4.74,3.81,4.34,2.59,1.15,2.99,1.82,94.0,3,Male,69.5
6.58,3.26,2.23,2.94,0.46,2.61,3.8,1.86,100.0,1,Female,68.81
7.93,5.13,1.23,1.35,2.65,2.38,2.03,1.33,77.8,6,Male,80.28
4.1,5.27,5.35,0.0,0.99,1.7,2.97,0.43,71.9,2,Female,58.31
8.53,2.45,4.02,2.69,1.63,1.97,1.72,2.39,72.4,2,Female,60.1
8.76,4.76,3.07,2.03,1.64,1.8,3.08,1.77,83.4,6,Male,73.81
7.04,4.32,2.82,2.43,1.16,0.36,2.75,2.4,75.6,4,Male,61.24
7.67,5.32,5.4,1.77,0.89,1.17,1.87,2.14,57.0,4,Female,63.83
7.67,5.75,4.27,0.86,1.2,2.25,2.59,1.13,91.5,6,Female,73.15
6.23,5.22,4.99,1.57,0.69,1.7,1.93,2.2,87.8,9,Female,61.23
7.66,4.05,2.74,2.71,3.07,1.16,2.12,0.84,91.8,1,Male,79.01
6.03,5.9,3.57,1.65,1.12,2.26,2.85,2.2,94.1,3,Male,69.69
6.27,3.19,4.02,1.64,2.43,1.46,2.77,1.94,80.3,4,Female,59.63
8.35,2.52,2.78,0.48,2.32,1.73,0.58,3.39,81.1,3,Male,65.76
8.17,0.0,3.38,2.09,1.79,1.46,2.87,1.22,90.1,1,Male,53.75
6.15,4.39,2.74,0.89,1.39,1.58,2.2,0.81,63.4,3,Male,64.01
6.12,3.27,4.02,2.92,1.66,1.63,2.09,1.63,73.8,2,Male,57.69
6.23,5.1,1.78,1.27,1.96,2.11,1.37,2.55,77.3,9,Male,62.08
7.88,1.54,4.24,1.7,1.58,2.2,2.45,0.0,89.1,4,Female,51.91
5.8,3.53,3.9,4.16,0.25,0.88,1.98,2.79,71.5,4,Male,58.57
7.43,5.21,3.24,1.69,0.05,1.45,3.77,1.81,69.5,7,Male,57.46
7.9,2.96,4.08,1.56,2.71,2.09,0.75,0.97,72.8,6,Female,62.04
6.89,5.11,3.03,2.59,0.0,1.11,1.54,1.67,83.6,3,Female,65.68
8.21,3.66,2.63,0.21,1.66,0.28,1.47,1.33,77.2,3,Female,68.55
6.63,4.45,4.21,3.25,1.31,0.56,2.76,0.9,60.6,1,Female,66.53
6.74,5.39,4.26,2.99,1.63,0.61,3.67,0.26,63.0,3,Male,65.2
5.83,5.93,2.84,2.52,0.59,0.88,3.0,2.66,79.6,4,Female,64.55
8.22,4.64,2.73,0.0,1.78,0.68,1.41,1.5,80.0,5,Female,70.2
6.08,3.28,3.26,1.74,1.66,1.92,2.07,1.65,78.3,3,Male,60.83
7.42,3.81,2.78,0.73,3.71,1.01,1.69,2.76,72.4,9,Female,64.03
6.91,5.46,5.48,3.12,1.6,2.08,3.01,2.05,87.5,8,Female,61.65
5.74,2.97,3.91,3.05,2.58,0.41,2.05,0.6,82.4,5,Female,53.26
6.27,4.23,3.52,2.39,0.3,0.95,1.09,2.61,82.0,9,Female,59.77
8.66,3.92,2.29,0.8,2.32,1.27,3.08,3.34,82.4,4,Female,76.16
7.24,4.34,4.46,3.49,1.68,1.77,3.76,2.45,97.2,7,Male,63.37
5.79,2.99,2.7,1.74,1.72,2.0,2.32,1.22,65.7,8,Female,48.33
7.37,1.72,2.65,3.81,1.73,0.82,2.62,0.67,72.9,7,Male,39.15
6.82,5.28,4.5,2.27,2.87,1.9,0.99,1.19,74.0,4,Female,64.94
11.14,5.95,4.0,2.51,1.7,0.02,0.44,2.09,93.1,8,Male,72.0
7.34,1.81,0.25,1.54,0.87,1.81,0.65,3.28,73.5,2,Male,62.73
6.54,5.05,3.29,3.41,1.01,0.26,2.46,1.32,68.5,4,Female,64.51
8.7,6.12,3.66,2.61,2.15,1.51,2.19,1.42,76.7,9,Male,74.35
4.79,5.39,3.06,3.44,1.86,1.99,3.05,2.92,79.3,7,Female,64.85
7.11,3.87,3.71,2.18,0.28,1.82,2.3,1.61,92.4,4,Male,61.55
9.39,3.08,1.15,1.95,1.91,0.05,3.49,3.54,73.4,5,Female,65.7
6.86,4.62,0.0,2.6,0.63,0.89,3.37,1.87,69.8,5,Female,66.77
4.92,4.87,2.23,3.44,1.85,1.7,2.18,3.05,67.1,5,Female,56.79
6.52,4.64,3.87,3.02,0.86,1.68,1.5,2.34,73.9,3,Male,61.43
8.75,4.23,0.0,2.14,1.27,1.39,0.58,2.64,100.0,8,Female,71.93
7.45,2.88,2.4,0.14,1.06,0.0,3.93,1.84,82.6,1,Male,71.37
5.99,5.13,1.0,2.81,2.72,2.04,1.56,1.9,85.2,8,Female,69.17
6.18,5.21,3.18,0.56,1.82,2.16,1.0,2.38,78.0,6,Female,64.64
6.33,4.8,6.05,2.04,2.51,1.31,2.63,2.72,79.6,5,Male,60.3
7.43,4.67,3.22,1.88,3.82,1.36,1.01,2.47,87.4,8,Male,69.37
8.61,7.02,3.36,0.58,1.54,1.55,2.63,0.41,84.8,10,Male,73.34
8.26,3.56,4.59,2.37,2.7,2.22,2.16,2.23,82.2,5,Female,62.41
7.55,6.42,3.53,4.15,0.94,1.38,3.42,1.41,78.2,6,Male,70.35
5.4,3.4,3.22,1.69,2.5,1.07,3.34,1.51,73.8,5,Male,60.14
5.41,6.16,4.7,2.77,0.85,1.47,3.6,2.41,83.1,5,Male,68.56
7.64,6.35,4.11,4.36,1.49,1.19,2.71,3.53,79.0,4,Female,71.04
5.39,4.06,3.88,2.86,1.93,1.2,1.64,1.79,100.0,6,Female,60.4
6.73,6.99,3.32,1.36,2.06,0.0,1.46,3.78,90.6,1,Male,84.08
7.36,5.2,3.05,2.24,0.48,1.57,1.97,1.01,69.9,8,Male,64.02
5.63,3.18,4.69,2.48,0.81,2.02,4.49,3.11,64.0,1,Male,53.32
5.77,3.94,3.06,3.43,1.99,1.91,2.25,2.39,73.2,10,Female,45.94
6.89,6.2,5.1,3.21,1.21,1.87,2.66,2.19,65.0,4,Female,67.49
7.6,5.88,2.14,0.0,0.38,1.16,4.02,3.24,72.5,7,Female,71.5
8.27,2.91,5.36,1.14,1.44,1.3,2.75,1.43,66.4,1,Female,58.67
7.73,4.29,4.11,1.93,1.4,2.03,1.75,3.15,74.1,4,Male,70.72
7.09,4.81,2.24,0.98,1.64,1.81,3.23,1.81,74.2,10,Male,59.43
6.1,3.74,4.16,0.0,1.92,2.24,2.07,1.42,79.8,6,Female,64.08
5.71,8.04,2.65,1.27,1.87,0.73,2.79,0.81,75.5,5,Female,74.68
6.39,4.85,3.54,2.0,0.89,0.72,3.01,3.43,67.2,4,Male,63.18
7.49,4.41,2.87,1.47,1.17,0.97,2.01,3.03,92.6,7,Male,63.82
7.4,6.29,3.33,1.0,2.24,0.54,2.69,1.57,82.8,7,Male,72.22
4.48,3.95,4.72,2.04,1.07,0.27,4.1,2.49,71.5,6,Female,51.44
6.06,6.01,4.17,2.34,1.18,1.53,1.87,2.11,67.4,10,Female,56.59
8.45,2.0,2.04,1.53,0.3,1.48,3.82,1.68,60.4,6,Male,48.98
7.1,3.82,2.11,3.37,1.48,1.37,1.91,2.87,59.5,9,Female,52.48
5.3,6.07,3.85,2.06,1.78,1.45,4.3,1.44,90.6,5,Female,79.39
9.83,6.86,3.95,1.13,0.0,0.18,1.64,0.03,89.3,5,Male,79.74
6.97,3.34,2.62,0.88,0.64,0.86,2.11,2.23,71.0,6,Male,57.58
7.46,3.17,5.57,1.79,0.36,0.99,4.01,2.06,94.4,4,Male,58.6
7.48,5.35,4.56,3.11,2.13,1.23,4.05,1.47,85.4,8,Female,57.62
6.56,3.57,2.69,1.18,0.0,0.18,3.32,1.2,80.4,5,Male,60.21
6.13,4.1,2.56,2.6,1.44,0.55,1.42,0.6,88.3,3,Female,67.36
9.55,5.81,3.2,2.09,2.07,0.89,2.58,1.67,85.4,4,Female,73.39
8.2,3.68,3.07,3.99,1.65,1.94,2.5,1.21,79.8,4,Female,70.02
